"","Height","0.02","0.05","0.25","0.5","0.75","0.95","0.98"
"162",61.1,4.22582668571685,4.624416710596,5.63575311951873,6.3923347255034,7.19235330068767,8.41865885792036,8.96178003955688
"163",61.2,4.2453925187143,4.64507473172056,5.65878359639343,6.41680858261527,7.21808189722242,8.44583035352093,8.98942255131917
"164",61.3,4.26498882883378,4.66575688796451,5.68182042968375,6.44127446033352,7.24378681921442,8.47295366681772,9.01700601347368
"165",61.4,4.2846138753558,4.68646138015701,5.70486172479969,6.46573043588059,7.26946614834275,8.50002694431365,9.04452862056864
"166",61.5,4.30426589148945,4.70718638497395,5.72790556800679,6.49017457106087,7.29511795468319,8.5270483263763,9.07198856326489
"167",61.6,4.32394308426181,4.72793005484932,5.75095002636873,6.5146049122083,7.32074029664743,8.55401594714389,9.09938402822094
"168",61.7,4.34364363441175,4.74869051789026,5.77399314769227,6.53901949013513,7.34633122092279,8.58092793443072,9.12671319797719
"169",61.8,4.36336569628709,4.76946587779495,5.79703296047338,6.56341632008099,7.371888762411,8.60778240963047,9.15397425083754
"170",61.9,4.38310739774376,4.79025421377162,5.82006747384239,6.5877934016593,7.39741094416314,8.63457748761363,9.18116536074443
"171",62,4.40286684005068,4.81105358046285,5.84309467751348,6.61214871880753,7.42289577731771,8.66131127662791,9.20828469715687
"172",62.1,4.42264209779585,4.83186200787022,5.86611254173216,6.63648023973382,7.44834126103369,8.68798187819137,9.23533042492032
"173",62.2,4.44243121879742,4.85267750128332,5.88911901722588,6.6607859168659,7.47374538242512,8.71458738698645,9.2623007041374
"174",62.3,4.46223222401731,4.87349804121058,5.91211203515454,6.68506368679862,7.49910611649311,8.74112589075001,9.289193690034
"175",62.4,4.48204310747901,4.89432158331364,5.93508950706297,6.70931147024251,7.52442142605805,8.76759547016257,9.31600753282437
"176",62.5,4.50186183618769,4.91514605834319,5.95804932483299,6.73352717197056,7.54968926168877,8.79399419873291,9.34274037757093
"177",62.6,4.52168635005573,4.93596937207969,5.980989360639,6.75770868076782,7.57490756163399,8.82032014268466,9.36939036404621
"178",62.7,4.54151456182945,4.95678940527434,6.00390746690175,6.78185386937761,7.60007425174896,8.84657136083601,9.39595562658695
"179",62.8,4.56134435702077,4.97760401359439,6.02680147624479,6.80596059444968,7.62518724542331,8.8727459044802,9.42243429394902
"180",62.9,4.5811735938424,4.99841102757129,6.04966920145242,6.83002669648877,7.65024444350844,8.89884181726449,9.44882448916058
"181",63,4.60100010314543,5.01920825255028,6.07250843542685,6.85404999980105,7.67524373424171,8.92485713506446,9.47512432936988
"182",63.1,4.62082168836135,5.03999346864382,6.09531695114784,6.87802831244224,7.70018299317144,8.95078988585852,9.50133192569329
"183",63.2,4.64063612544735,5.06076443068761,6.11809250163309,6.90195942616537,7.72506008308072,8.97663808960024,9.52744538306076
